tokenized_text,encoded_label
[ CLS ] 2012 年 4 月 27 号 起 兴安县 城 主要 街道 路干 不 允许 三轮车 再 上路 载客 ， 抓 一辆 强制 回收 一辆 [ SEP ] 这 几天 包 包车 越来越少 了 ， 都 挨 拿 去 销毁 了 [ SEP ] 难道 真的 要 坐 那些 迷你 公车 吗 ？ [ SEP ] 尼玛 点 不 方便 啊 [ SEP ],1
[ CLS ] 有 很多 话 写 不 出来 ， 甚至 说不出来 ， 只有 默默 虔诚 的 祈祷 ， 酝酿 出善果 吧 ！ [ SEP ] 然后 和 你 一口 一口 分享 ， 祥和 的 味道 ～,0
[ CLS ] 高 收入 群体 收入 被 低估 了 吧 ： 前年 ， 我 曾经 写 了 《 居民 可 支配 收入 被 低估 及 对 消费 模式 的 影响 》 ， 认为 统计局 抽样调查 数据 低估 了 可 支配 居民收入 ， 我 的 依据 是从 长期 看 ： 收入 = 支出 （ 广义 的 ， 包括 消费 支出 、 储蓄 和 投资 支出 ） ， 并 对 06 - 08 三年 做 了 汇总 ， 发现 连续 三年 支出 均 超 官方 公布 的 收入 ， 08 年 被 低估 4.7 万亿 [ SEP ],0
[ CLS ] 过去 有 组织 的 ＇ 现在 自发 的 ＇ 本质区别 [ SEP ] / / @ 罗 大豆 : 一是 表演性 欢呼 ， 一是 欢呼 性 表演 ！ [ SEP ] 有质 的 区别 [ SEP ] / /   @ 开心 的 燕彬   : 转发 微博,0
[ CLS ] 可怕 的 噩梦 … [ SEP ] 不 知道 我 描述 的 清 不 … [ SEP ] 在 做梦 　 梦里 的 我 也 在 睡梦中 … [ SEP ] 做梦 的 我梦里 还是 在 做梦 … [ SEP ] 起先 我 第一次 醒来 以为 自己 醒 了 但 其实 是 在 另 一个 梦里 … [ SEP ] 于是 我 开始 怕 了 　 我用 尽全力 挣扎 　 让 自己 从 一个 又 一个 噩梦 里 醒来 　 发觉 一直 没有 尽头 　 因为 它们 都 有 一个 共同 特点 　 那 就 都 是 黑夜 　 而 我 知道 真正 醒来 该是 白天 …,4
[ CLS ] 你们 有没有 觉得 ， 当 你 想 找 一件 东西 的 时候 ， 找遍 了 都 找 不到 ， 不 找 它 的 时候 ， 它 又 突然 出现 了 ？ [ SEP ] （ 图转 自 网络 ）,0
[ CLS ] 再 请 举例 明之 ， 我字 指 何物 ？ [ SEP ] 答 ： 我字 即日 干 ， 例如 甲木日 干 ， 遇丁火 ， 甲为 阳木 ， 丁为 阴火 ， 甲木能 生丁 火 ， 丁乃 我 生而阳 见 阴 ， 即伤 官 也 ， 又 如 辛金 日干 ， 遇乙木 [ SEP ] 辛为 阴金 ， 乙为 阴木 ， 辛金 能克乙木 ， 乙乃 我克 而 阴见 阴 ， 即 偏财 也 ， 特立 表于 后 ， 以便 检查 [ SEP ],0
[ CLS ] 看到 别人 用数 钱 机数 钱 ， 突然 想 起来 会 不会 在 办公室 里 同时 有数 钱机 和 粉碎机 时 ， 数钱 把 钱误 放到 粉碎机 里 碎 掉 ？,4
[ CLS ] 在 香港 玩具 城 ！ [ SEP ] 好玩 的 景向 ！ [ SEP ] 门口 很多 孩子 在 跟 父母 讨价还价 ！ [ SEP ] 说好 要 几个 玩具 才能 进去 ， 孩子 ： 三个   大人 ： 一个   ！ [ SEP ] 女儿 说 ： 两个 ， 我 说 ： 一个 ！ [ SEP ] 成交 ！ [ SEP ] 不然 小孩子 乱要 也 不 珍惜 ！ [ SEP ] 现在 孩子 比 我们 条件 好 ， 家长 一定 不要 泛滥 满足 ， 其实 ， 这种 满足 会 让 孩子 长大 后 更 容易 有 受挫 感 ， 因为 群体 环境 是 不会 事事 满足 你 的,3
[ CLS ] 刚刚 在 庚 吧 刨 到 一张 图 ~ 啊啊啊 啊 啊 这 张太美 了 ！ ！ ！ [ SEP ] 是 827 活动 那次 ！ ！ ！ ！ [ SEP ] 小毛 我快 2 个 月 没见 你 了 ！ ！ ！ [ SEP ] 啊啊啊 啊啊啊 这张 好 没 啊 ！ ！ [ SEP ] 那 汗水 好 going 人 啊 ！ ！ ！,3
[ CLS ] 哈哈 [ SEP ] / / @ 好好 了 个 好好 : 哈哈   偷吃 ！ [ SEP ] / / @ Lucky _ L - Tanas : 是 的 [ SEP ] 你 真的 忍不住 了 [ SEP ] 哈哈 [ SEP ] 一遍 很 认真 地装 着 一边 很 认真 地 吃 着 -   -   吃 得 那么 自然 、 [ ELLIPSIS ],2
[ CLS ] 都 快要 过年 了 ， 我 和 季哥 还 天天 睡 在 被窝 里 ， 怎么得了 哦 ， 冬天 真的 不是 让 人 奋斗 的 季节 ， 我 现在 连脸 都 懒得 洗 了 ， 也 不能 怪 别人 叫 我 任 大妈 ， 顶个 新年新 计划 ， 2011 年 一定 要 不 一样 ， 不要 被 左 左右 右 的 一些 杂事 荒废 了 ， 既然 我 什么 都 有 了 ， 为什么 还要 这样 荒废 自己 的 人生 呢 ， 要 振作 ， 要 幸福 给 嘲笑 我 的 人 看,3
[ CLS ] 在 厦门 家乐福 预见 个 一直 在 那 哭 的 女人 [ SEP ] 过去 问个 究竟   13 岁 的 女儿 不见 了   离家出走 [ SEP ] 可怜天下父母心   一个 女人 举个 牌子 在 厦门 到处 找 [ SEP ] 帮助 转发 下   朋友 们   13459019866   15960216157,5
[ CLS ] 住 在 城市 人口 密集 的 小区 ， 养着 狼狗 ， 大白天 出来 遛狗 ， 连根 绳子 也 不 拽 着 的 养狗人 ， 很 有点 人仗 狗势 的 派头 啊 ！,1
[ CLS ] 已经 铲 的 差不多 了 … [ SEP ] / / @ 麦子 粽 小葱 : 好 想 去 帝都 啊 啊   可是 等 我 去 了 雪 都 化 完 了 吧 [ SEP ] / / @ 大贝 : 帝都 的 雪 ， 气质 都 不 一样 的 ！,0
[ CLS ] 酷越 全程 无忧 是 专门 为 消费类 用户 和 成长型 企业 用户 设计 的 电脑 安全 应用 方案 ，   帮助 中小企业 保护计算机 数据 的 完整性 和 安全性 ，   当 故障 发生 时 ， 可以 轻松 恢复 操作系统 到 健康 状态 [ SEP ] 酷越 全程 关怀 提供 24 小时 在线 电脑 专家 服务 ，   在线 提供 专业 、 全面 、 及时 、 有效 的 电脑 服务 ，   给 企业 的 E 时代 生活 全程 关怀 ！,0
[ CLS ] 我 根本 就 不 像 Judd 好 吧 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！,6
[ CLS ] 市委 、 市政府 的 大门 还 真 不好 近 ， 这个 天 也 太 热 了 [ 阳光 ] [ 阳光 ] [ 阳光 ] 大湿 胸 的 季节 又 要 来 了 么 [ 思考 ] [ 思考 ],1
[ CLS ] 刚游 好泳 ， 真 舒服 ， 今天 游得 比较 猛 ， 所以 小腿 有点 抽筋 [ 偷笑 ] ， 男人 就 该 锻炼 好 身体 不是 么 ， 尤其 是 每天 上班 坐 着 的 人 [ SEP ],2
[ CLS ] 爱 一个 人 ， 其实 很 简单 [ SEP ] 他 让 你 流泪 ， 让 你 失望 ， 尽管 这样 ， 他 站 在 那里 ， 你 还是 会 走 过去 牵 他 的 手 ， 不由自主 [ SEP ],0
[ CLS ] 一个 人 的 肩膀   在 减轻   也 是 会 脆弱 · · 这 段时间   更 重心 和 身体 疲惫 · 以前 身体 在 疲惫   我 都 当 减肥   现在 不 知道 怎么 了 · · 就是 想家   想 爸爸妈妈 的 怀抱   想 早上 起来 喝杯 牛奶   咖啡 · 晚上 爸爸 给 到 倒 洗脚水 · · [ 做鬼脸 ],5
[ CLS ] 周杰伦 陪 我 走过 那么 多 岁月 ， 给 过 那么 多 不 一样 的 感动 ， 最后 我 却 爱 上 了 陈奕迅 [ SEP ] 因为 长大 了 [ SEP ] 但是 他 仍然 代表 不可 代替 的 过去 [ SEP ] [ 月亮 ],3
[ CLS ] 亲爱 的 ， 刚刚 看佳宝 微薄 照片 看到 你 过生日 … … [ SEP ] 我 最近 学习 学晕 了 都 ， 居然 忘 了 [ 泪 ] 进 你 微薄 看到 这张 照片 啦 ～ [ SEP ] 又 想起 了 一起 嗨 的 时候 [ SEP ] 哈哈 ， 生日快乐 [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] 越晚 的 祝福 越 容易 实现 ～,2
[ CLS ] Sauli   博客 新 图 ， 我 感觉 是 adam   拍 的 ， 他 把 手链 和 戒指 给 小丽带 了 好多 ， 另外 那个 铁块 手链 好 眼熟 ， 是不是 你们 哪个 送 的 ？,0
[ CLS ] 上午 ， 趁着 花坛 里 残存 的 雪 ， 和 我 外甥 瞎 打 了 会 雪仗 ， 然后 堆 了 一个 很丑 的 双面 似 兔子 大嘴 犀牛角 怪兽 ， 嘿嘿 ， 没有 照片 ， 开动脑筋 想象 一样 吧 [ SEP ] 不幸 的 是 下午 就 被 无名 的 孬 孙 给 推 了 ！ ！ [ SEP ] 咒 他 蛋 疼菊紧 ！ ！ [ SEP ] 哈哈 ， 开玩笑 … … [ SEP ] 压根儿 没 放在心上 [ SEP ],2
[ CLS ] [ 可怜 ] 可怜兮兮 的 胖虎 ＇ 我们 吃 好吃 的 无视 了 他 ＇ 于是 ＇ ＇ ＇ 也许 他会 恨 我们 吧 ？ [ SEP ] 也许 他会 以为 我们 不 喜欢 他 故意 不 给 他 吧 ？ [ SEP ] 没 办法 ＇ 谁 让 你 现在 还 干呕 呢 ！ [ SEP ] 哎 ！ [ SEP ] 赶紧 好 起来 吧 ＆ 胖虎 都 在 空中 闻 味儿 吧唧 嘴 了 [ 抓狂 ],5
[ CLS ] 治疗 痤疮 小 方 ： ① 洗脸 时用 毛巾 轻擦 皮肤 ， 不 用手挤 ； [ SEP ] ② 多 吃 蔬菜水果 ， 少 吃 甜食 、 刺激性 食物 ； [ SEP ] ③ 避免 情绪 焦虑 紧张 ； [ SEP ] ④ 保持 皮肤 清洁 ； [ SEP ] ⑤ 薏米 、 绿豆 各 30 克 ， 薄荷 6 克 ， 冰糖 15 克 [ SEP ] 薄荷 水 煎 30 分钟 ， 去 渣 取汁 ； 绿豆 开水 浸泡 ， 加水煮 至 半熟 ； 加入 薏米 同煮 至 豆 熟米 烂 ， 调入 薄荷 汁 及 冰糖 即 成 [ SEP ],0
[ CLS ] 噗 哈哈   在 日本 过生日 的 代价 就是 你 会长 肉肉 ~ \ ( ≧ ▽ ≦ ) / ~ 啦 啦 啦 很 好   很 好   多吃点 ， 还有 生日快乐 ！ ！ ！,2
[ CLS ] 我 想要 学会 自我 催眠   痛觉 会少 一些 [ SEP ] 潜意识 作祟   想著 想到 失眠 [ SEP ] 我 躺 在 没有 你 的 房间   寂寞 更加 明显 [ SEP ] 我 渐渐 的 自我 催眠   却 回 不到 从前 [ SEP ] 我 想要 学会 自我 催眠 [ SEP ] 聪明 在 多一些   潜意识 作祟   想著 想到 失眠 [ SEP ] 我 走 在 没有 你 的 世界   却 走 不到 永远 [ SEP ] 我 渐渐 的 自我 催眠   慢慢 闭上 双眼,5
[ CLS ] 手滑党 路过 ， 阮小二 第 2 集 个人 截图 … … [ SEP ] 我手 滑 ， 有 的 截 的 差不多 的 也 放进去 了 ， 第一排 最后 两 张贴 错懒 的 改 了 … … [ SEP ] 嫌 重复 罗嗦 的 ， 您 绕道 ， 大过年 的 都 高高兴兴 的 ~ ！,2
""" [ SEP ] 罩杯 字母 的 含义   ： A 罩杯 — Airport ： 机场 ,   B 罩杯 — Barely   there ： 那里 几乎 没有 ,   C 罩杯 — Can   do ： 凑合 用 ,   D 罩杯 — Damn   good ： 真 合适 ,   E 罩杯 — Ecstasy ： 令人 销魂 ,   F 罩杯 — Fake ： 假 的 吧 ？ [ SEP ] G 罩杯 — God ： 天   [ SEP ] """,0
[ CLS ] 我 那些 曾经 最 亲密 的 伙伴 们 ， 好久不见 了 [ SEP ] 现在 ， 你们 已经 不再 是 我 触手可及 的 伙伴 了 [ SEP ] 但 却 依旧 相信 着 ， 那时 的 我们 ， 都 是 彼此 生命 中 的 一道 光线 [ SEP ],3
[ CLS ] 新闻联播 、 人民日报 、 领导 讲话 等等 ， 你 会 看到 ， 全篇 都 是 观点 和 口号 ， 如 ： 必须 坚持 、 坚决 反对 、 不可动摇 等等 ， 你 看不到 任何 的 事实 和 证据 ， 以及 事实 基础 上 的 起承转合 逻辑 ， 他们 唯一 的 准绳 就是 ， 根据 自己 的 利益 需要 ， 直接 下结论 [ SEP ],0
[ CLS ] 看 央视 新剧 ＜ 下海 ＞ 第一集 就是 下岗 ， 其实 90 年代 下岗 潮 下去 的 都 是 没 背景 、 没关系 、 没 后门 的 职工 [ SEP ] 政府 和 国企 负责人 对 所谓 的 国家 主人 反复 榨取 ， 最后 毫不留情 的 一脚 踢开 ， 剩下 的 人 举杯 分赃 [ SEP ] 所以 一直 对 某 首长 无 好感 ， 退休 多年 又 出来 讲 所谓 真话 ， 无非 想 给 自己 博 一个 身后 名 ， 请问 在位 时候 干嘛 去 了 ？,1
[ CLS ] 抗白 专家 谈到 ， 过去 人们 对 白癜风 的 治疗 往往 存在 一个 误区 ， 总是 希望 症状 消失 得 越快越好 [ SEP ] 一旦 一种 药物 淡化 白斑 的 效果 不是 很 好 ， 就 立即 换药 ， 改投 他法 [ SEP ] 专家 指出 ， 实际上 ， 这种 做法 是 不 正确 的 [ SEP ] 白癜风 的 治疗 不 应该 盲目 求快 ， 而 在于 治本 [ SEP ],0
[ CLS ] 清爽 优雅 的 小圆点 ， 溅 在 浪漫 的 雪 纺波 西米亚 半身裙 上 [ SEP ] 看似 平淡 ， 上 身后 却 忍不住 爱上 它 [ SEP ] 飘逸 清凉 ， 潇洒 而 不失 女人味 [ SEP ],3
[ CLS ] 我 记忆里 大连 第一次 的 国际 青少年 足球 邀请赛 今天 在 大连市 东北 路 小学 召开 ， 参赛 的 球队 有 俄罗斯 露齐 能量 队 （ 99 年 ） ， 俄罗斯 纳霍 德卡 市 希望 队 （ 2000 年 ） ， 韩国 朴智星 足球 中心 队 JSFC （ 2000 年 ） ， 中国 中学生 足球 希望 队 （ 北京 三高 99 、 2000 队 ） ， 我们 的 99 队 和 东道主 东北 路 小学 2000 队 ， 一个 好的开始 ！ ！,0
[ CLS ] 歼 20 将 淘汰 美国 环 太平洋 综合 防空 体系   J - 20 战机 具备 发射 反 卫星 武器 等 六大 战略 任务 ， 多用途 或 攻击 派生 型 的 歼 - 20 将 具备 跨过 第二 岛链 直接 攻击 美军基地 的 强大 能力 ， 专家 称 ， 成熟 的 歼 - 20 有效 淘汰 了 美国 环 太平洋 综合 防空 体系 [ SEP ] 网上 流传 的 J - 20 图片,0
[ CLS ] 时尚 是 一种 感觉 ， 一种 范 ， 与 人 的 精气神 也 有 关系 ， 气质佳 ， 穿 麻袋 都 会 很 好看 ！ [ SEP ] @ 天使 的 童话世界 @ 5 乐一乐 @ 飞天 的 兔子,0
[ CLS ] 不是 有 私心   只是 在 我 心里   那夜 的 应援 是 最 棒 的   悉数 曾经 的 那些 演唱会   这样 全 覆盖 的 应援 [ SEP ] 在 中国 即使 是 在 世界   恐怕 也 难得一见 吧,3
[ CLS ] 我 这个 人 很 简单 ， 对 我 好 过 的 人 我 就 一辈子 都 记得 [ SEP ] 我 很 容易 喜欢 上 一个 人 ， 只要 他 在 我 难过 的 时候 稍微 对 我 好 那么 一点 ， 哪怕 只是 笑一笑 ， 我 就 可以 闭着 眼睛 什么 都 不管 地去 爱 他 [ ELLIPSIS ] [ SEP ] 也许 这 根本 不是 爱 [ ELLIPSIS ] [ SEP ] 但 到底 什么 是 爱 ， 我 也 不 明白 [ SEP ],0
[ CLS ] 刚刚 收到 短信 : 尊敬 的 用户 ： 1 月 15 日 已 成功 从 您 卡上 扣除 一千元 整 （ 年度 费 ） ， 如 有 疑问请 与 我行 客服 核对 ： 028 - 81623676 （ 建行 客服 ） [ SEP ] 猛一看 ， 差点 打电话 了 ~ ~ 后来 一想 ， 绝对 是 骗子 [ SEP ] 大家 警惕 ， 年底 了 ， 骗子 也 要 过年 啊 [ SEP ],6
[ CLS ] 妈妈 是 天气预报 器 ， 冷暖 嘱咐 添 减衣 ； 妈妈 是 准时 的 闹钟 铃 ， 得意 失意 总 提醒 ； 妈妈 是 人生 坐标 仪 ， 幸福 方向 指引 你 [ SEP ] 有 多久 没有 牵 过 妈妈 的 手 ？ [ SEP ] 有 多久 没有 诉说 过 你 的 思念 ？ [ SEP ] 一声 问候 胜 千言 ， 一个 笑脸 胜万语 [ SEP ] 母亲节 来临 之际 ， 衷心 地 祝愿 您 的 母亲 ： 健康长寿 ！,3
[ CLS ] 我 不在乎 死亡 [ SEP ] 如果 我 死 ， 就算 得 从 坟墓 里 爬出来 ， 我 也 会 带走 你 ； 当 你 先 我 而 死 ， 我 可以 容许 你 带走 任何 你 想要 带走 的 东西 ， 那 其中 必定 包含 我 ， 因为 你 就 我 、 我 就是 你 ， 我们 的 灵魂 交缠 ， 谁 也 无法 分隔 一具 躯壳 里 的 两缕 灵魂 [ SEP ],0
[ CLS ] 回复 @ 爱民 律师 : 你 从 进入 这个 话题 ， 难道 不是 在 讨论 价值观 吗 ？ [ SEP ] 难道 不是 在 展现 你 的 价值观 吗 ？ [ SEP ] / / @ 爱民 律师 : 回复 @ 何辉 新 律师 : 价值观 的 问题 ， 可以 另 讨论 [ SEP ] 我 好奇 的 ， 是 您 对 当事人 提出 我前 一条 回复 中 类似 的 咨询 时 ， 如何 回答 [ SEP ],0
[ CLS ] 因为 最近 有人 问 ， 从来 没画 过画 ， 要 怎么 开始 ， 就 做 了 这么 一个 [ ELLIPSIS ] [ SEP ] 自己 一路 画画 的 心得 吧 ， 其实 也 没什么 [ ELLIPSIS ] [ SEP ] 大致 就是 ， 找准 大方向 ， 不停 努力 ， 然后 就 会 有 回报 的 [ ELLIPSIS ] [ SEP ] 大家 都 是从 初心者 走 过来 的 ， 天赋 是 一点 ， 另外 就是 要考 努力 ， 如果 不是 自带 绘画 天赋 的 天才 ， 也 请 向 努力 的 天才 靠拢 吧 ， 每天 画 一点 你 会 看到 进步 的,0
[ CLS ] [ 嘻嘻 ]   表示 2011 肯定 不会 再慢 了 [ SEP ] 春节 过去 就是 兔年 了 ， 作为 一只 龟 ， 是 必然 会 加速 的 一年 啦 [ 爱 你 ] ， 一定 会 尽早 出 新书 滴 [ SEP ],2
[ CLS ] 今天 同苒 爷苒 奶 讲 近期 热议 的 孩童 拐卖 事件 … … [ SEP ] 吓 得 俩 老 说 不敢 带菜 包去 公园 或 广场 找 小朋友 玩 啦 … … [ SEP ] 悲哀 啊 … … [ SEP ] 又 一代人 需要 生活 在 猜忌 和 避嫌 的 环境 里 [ SEP ],5
""" [ SEP ] 很多 人 对 将 卡扎菲 的 尸首 公开 展示 颇 有 微词 [ SEP ] 这 可能 是 对 穆斯林 的 葬礼 习俗 有所不知 [ SEP ] 细节 就 不 展开 谈 了 [ SEP ] 简单 说 吧 ， 起码 利比亚 当地 的 穆斯林 并 没有 觉得 有何不妥 [ SEP ] 上图 是 他们 排队 等 着 看看 卡扎菲 ； 下图 是 陈列 在 一个 冷库 门外 的 卡扎菲 尸体 ， 一名 伤员 正 平静 地 走过 观看 [ SEP ] ( 为 避免 令人 不适 , 图二 做 了 裁减 ) """,0
[ CLS ] 菅直 人 15 日 离开 东京 电力公司 时 神情 凝重 [ SEP ] 看上去 快 哭 了 哦 [ SEP ] 这 应该 是 他 为 东电 隐瞒 核危机 严重 程度 刚骂 完人 [ SEP ],0
[ CLS ] 写给 2011 : 希望 我 爱 的 人们 都 能 健康 ， 希望 爱 我 的 人们 永远快乐 ， 希望 我 所有 的 朋友 都 能 幸福 ， 希望 所有 的 歌晨亲 都 能 心想事成 （ 我们 的 梦想 都 一样 哈 ） ， 希望 所有 的 你们 都 有 给 力 的 一年 ， 忘记 过去 的 不快 ， 迎接 新 的 春暖花开 ~,3
[ CLS ] 饭后 我 把 大家 请 到 了 友谊 宾馆 苏园 里 的 茶馆 请 这 几位 大学 的 同班同学 一起 品茗 并 提笔 写 了 几张 字儿 其中 写 到 将进酒 的 时候 才 发觉 这首 被 我们 当年 烂熟 于 心于 口 的 作品 竟然 谁 也 连不上 所以 只能 写 几句 之后 再 大家 一起 往下顺 实在 顺 不 下去 只好 等 着想 也 算是 一 乐 最后 被范 同学 拿走 了 之后 才 觉得 那 不是 我 写 得 最好 的 一张 [ SEP ],0
[ CLS ] 陈翔 同学 新浪 围脖 的 粉 现在 是 1443876 人 ， 估计 今天 就 能 超过 1444444 了 ， 不 知道 谁 有福气 截下 图片 [ SEP ] PS 陈翔 同学 他 有 小号 吗 ？ [ SEP ] 如果 有 ， 他会 不会 在 小号 里 就 不 需要 端 着 架子 可以 放肆 乱侃乱 笑 了 呢 ？ [ SEP ] 依 他 的 性格 ， 肯定 憋着 也 挺 难受 的 [ 哈哈 ],2
[ CLS ] 刚才 打开 Mtime ， 旁边 有个 纳尼亚 传奇 的 广告 ， 瞟 了 眼后 才 发现自己 被 骗 了 ， 整套 小说 最 精彩 的 也 就 第一部 ， 因为 当年 Tilda 演 的 White   Witch 太 他 妈 惊艳 了 [ SEP ] 预告片 中有 她 的 镜头 ， 害得 我 还 以为 她 活 了 ， Fuck ， 被 骗 啦 ！ ！,6
[ CLS ] 南河 ， 小江 右岸 支流 ， 流域面积 1700 余平方公里 ， 发源 于 四川省 达州市 开江县 广福镇 凤凰山 ， 东北 流过 长岭 乡 ， 入 重庆市 开 县境 在 汉米 镇 汇入 小江 [ SEP ] 南 河上源 拔妙 乡 至 巫山 乡间 ， 江水 由高洞 青阳 洞 急流 跌下 ， 在 五 、 六百米 内 落差 达 130 米 ， 暴雨 后 形成 瀑布 [ SEP ],0
[ CLS ] 10 快 男 始终 还是 爱着   真心 希望 这群 小孩 每个 都 好 ~ ~ ~ [ SEP ] 二 二首 唱会 嘉宾 祝贺 视频 里面 的 崽子 们 都 好 可爱 哈哈哈   谭杰 希 你 的 毛 又 变 了 好好看 啊 亲 [ SEP ] 李炜 也 剪毛 了 好 清纯 呢 [ SEP ] 这样 看上去 某 两个 人 又 是 一如既往 的 默契 [ 挖 鼻屎 ],3
[ CLS ] 由 右侧 室壁 打开 的 左心室 @ 李哲教 你 学 解剖   @ DrMengQingyi   @ 医生 护士 那点 事   @ 心血管科 那点 事,0
[ CLS ] 一则 旧 消息 ： LV 高管 巡视 香港 旗舰店 ， 见 生意 火爆 ， 回去 后 决定 进一步 限量 并 提价 [ SEP ] 如换作 某些 内地 人士 思维 ， 估计 结果 如下 ： 大幅 提升 产量 ， 降低 售价 ， 让 人人 都 买得起 LV [ SEP ],0
[ CLS ] 一外國 朋友 问 我 在 中国 自己 买 一片 土地 建 一栋 楼要 多少 钱 ？ [ SEP ] 我 说 ： 在 中国 土地 是 国家 的 ， 我们 买 的 房子 只有 七十年 的 产权 ！ [ SEP ] 他 一脸茫然 的 说 ： 你们 中国 人 奋斗 一生 最终 连 一块 属于 自己 的 土地 都 没有 ， 你们 到底 为什么 而 忙碌 ？ [ SEP ] 我 无言以对 ， 沉默 很久后 咬牙切齿 狠狠 的 答道 : 为 共产主义 奋斗终生 ！ ！ ！ [ 耶 ],6
[ CLS ] 所以 我 现在 是 有 多 缺 电池 [ SEP ] 八节 eneloop ， 六节 Apple [ SEP ] 其实 也 是 eneloop [ SEP ] 不过 这个 充电器 比 三洋 的 好 用 很多 就是 了 ， 不仅 小巧 ， 而且 充电 时间 短 一半 ， 重点 是 还 能 只 充一 节电池 [ SEP ] 怎么 感觉 越 说 越 划算 [ SEP ] 额 [ SEP ],3
[ CLS ] 回复 @ 南京 世纪 之声 : 土地 [ SEP ] / / @ 南京 世纪 之声 : 房屋 的 价值 在于 ？ [ SEP ] / / @ 陈宝存 : 买 的 起 早 买 ， 买不起 很 正常 [ SEP ],0
[ CLS ] 福州 某 中学 戈 老师 福州 茶亭 街 路上 喝止 小偷 被 捅 伤 .. [ SEP ] 在 现场 大家 都 漠视 地走了 ， 甚至 连 他 帮助 的 那位 大姐 也 默默地 走 了 ， 他 受伤 后 ， 还是 自己 拨打 了 110 [ SEP ],1
[ CLS ] 果味 苦瓜 材料 ： 苦瓜 100g ， 红 柿子椒 20g ， 苹果汁 、 橙汁 少许 [ SEP ] 做法 ： 苦瓜 洗净 ， 去 瓤 切片 ； 红 柿子椒 洗净 切丝 [ SEP ] 苦瓜 、 柿子椒 分别 放入 沸水 中焯 烫 ， 捞出 ， 沥干 [ SEP ] 取 一个 大碗 ， 倒入 苹果汁 、 橙汁 调匀 ， 放入 苦瓜 泡 一个 小时 [ SEP ] 捞出 苦瓜 装盘 ， 撒上 红 柿子椒 丝 即可 [ SEP ],0
[ CLS ] 期待 周日 的 曼彻斯特 德比 ！ ！ ！ ！ ！ ！ [ SEP ] 大 曼城 去 老 特拉福德 挑战 曼联 啦 ~ ~ ~ ~ 希望 曼城 不要 丢分 ！ ！ ！ ！ ！ ！ ！ ！ [ SEP ] 不过 总 感觉 凶多吉少 [ SEP ] 曼城 对战 强队 就 不 那么 给力 了   、 、 、 、 、,3
[ CLS ] 无需 按照 书上 教 的 活法 去 生活 ， 生活 是 自己 的 ， 过 自己 认为 最 快乐 的 日子 [ SEP ] 工作 也好 、 钱 也好 、 学历 也好 、 物品 也好 ， 当 这些 东西 让 自己 不 快乐 的 时候 ， 果断 的 放弃 [ SEP ] 不要 做 优秀 的 女人 ， 而 要 做 快乐 的 女人 [ SEP ],0
[ CLS ] @ 张雨薇 张雨薇   生日快乐 [ 哈哈 ] [ 爱心 传递 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ],3
[ CLS ] 建宏 说完 米兰 这场 回家 看球 去 了 ， 他 告诉 我会 穿 上 拜仁 的 球衣 和 拖鞋 躺 在 床上 看 球 ， 我 觉得 球衣 可以 穿 ， 拖鞋 就 不必 了 [ 偷笑 ] [ ELLIPSIS ] [ SEP ] 还有 半个 小时 ， 你 起来 了 吗 ？ [ SEP ] 准备 好了吗 ？ [ SEP ] 你 的 球衣 穿 上 了 吗 ？ [ SEP ] 足球 ， 总是 那么 让 人 期待 [ ELLIPSIS ],3
[ CLS ] 民族 是 人们 在历史上 形成 的 一个 有 共同语言 、 共同 地域 、 共同 经济 生活 以及 表现 在 共同 文化 上 的 共同 心理素质 的 稳定 的 共同体,0
